,Composition,N Lipids/Layer,N_water,Temperature (K),Avg Membrane Thickness,Kappa (q^-4),Kappa (BW-DCF),Kappa (RSF),Node Features,Edge List,Graph-Level Features
42,100% PVSM,2916,195571,310,3.69,31.8,28.6,12.8253125,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('D3B', 'C3'), ('T1A', 'C3'), ('AM1', 'P1'), ('C4B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C1B', 'C2B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C2B', 'D3B'), ('C2A', 'C3A')]",[1.0]
43,100% LPPE,2916,130084,310,3.92,39.52,28.6,19.92,"[('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('NH3', 'PO4'), ('GL1', 'PO4'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]",[1.0]
44,100% PIPE,2916,130098,310,3.84,24.44,28.6,12.22,"[('GL2', 'Na'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('C3B', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]",[1.0]
45,100% DAPC,2601,192590,310,3.61,15.89,28.6,6.68,"[('GL2', 'Na'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D4A', 'C4'), ('D2B', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('D4B', 'C4'), ('D1B', 'C4'), ('GL1', 'Na'), ('D1A', 'C4'), ('PO4', 'Qa')]","[('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C5B', 'D4B'), ('D1B', 'GL2'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D1A', 'D2A'), ('D2B', 'D3B'), ('D1B', 'D2B')]",[1.0]
46,100% DTPE,2916,218268,310,2.82,22.91,28.6,20.29,"[('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('NH3', 'PO4'), ('GL1', 'PO4'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C1B', 'GL2'), ('C1A', 'GL1')]",[1.0]
47,100% PGPC,2916,192590,310,4.24,39.1,28.6,12.33,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C2A', 'D3A'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1')]",[1.0]
48,100% DLPE,2916,205428,310,3.56,38.34,28.6,20.94,"[('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C2B', 'C1'), ('C3B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('NH3', 'PO4'), ('GL1', 'PO4'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]",[1.0]
49,100% DBPE,2916,192590,310,5.29,76.39,28.6,12.8253125,"[('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3B', 'C1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('NH3', 'PO4'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]",[1.0]
50,100% DBPC,2916,192590,310,5.33,46,28.6,12.8253125,"[('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('GL1', 'PO4'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]",[1.0]
51,100% DXPE,2916,115554,310,6.07,43.65,28.6,12.8253125,"[('C6A', 'C1'), ('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('C3B', 'C1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C5A', 'C6A'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]",[1.0]
52,100% DOPE,2916,195543,310,3.87,28.7,28.6,13.06,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C3B', 'C1'), ('C4B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]",[1.0]
53,100% DVPE,2916,130103,310,4.01,33.49,28.6,14.8,"[('D3A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('D3B', 'C3'), ('C4B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C2A', 'D3A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C1A', 'GL1')]",[1.0]
54,100% DYPE,2916,141232,310,3.31,22.78,28.6,14.95,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C3B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C1B', 'GL2'), ('C1A', 'GL1')]",[1.0]
55,100.00% DPSM,2915,195598,310,3.77,35.02,30.11,29.59,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('T1A', 'C3'), ('AM1', 'P1'), ('C4B', 'C1'), ('C3B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C3B', 'C4B'), ('AM1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C2A', 'C3A')]",[1.0]
56,"85.00% POPC, 15.00% DTPE",2915,197651,310,3.8,29.15,21.52,25.35,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
57,"85.00% POPC, 15.00% DTPC",2915,197578,310,3.78,26.83,20.2,24.29,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
58,"85.00% POPC, 15.00% DRPE",2915,192017,310,3.86,20.73,12.14,21.74,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D6B', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('D6A', 'C4')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('D5A', 'D6A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D5B', 'D6B'), ('D1A', 'D2A')]","[0.85, 0.15]"
59,"85.00% POPC, 15.00% DRPC",2915,192046,310,3.85,21.01,12.76,21.31,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('D6B', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('D6A', 'C4')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('D5A', 'D6A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D5B', 'D6B'), ('D1A', 'D2A')]","[0.85, 0.15]"
60,"85.00% POPC, 15.00% DOPE",2915,195560,310,3.89,33.02,22.09,24.89,"[('D2A', 'C3'), ('D2B', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3B', 'D2B'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
61,"85.00% POPC, 15.00% DNPE",2915,191960,310,4.11,32.28,21.71,24.39,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D4B', 'C3'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C3A', 'D2A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('C5A', 'C6A'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('C1B', 'GL2')]","[0.85, 0.15]"
62,"85.00% POPC, 15.00% DNPC",2915,191975,310,4.09,33.02,24.07,23.86,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D4B', 'C3'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C3A', 'D2A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('C5A', 'C6A'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('C1B', 'GL2')]","[0.85, 0.15]"
63,"85.00% POPC, 15.00% DAPC",2915,194558,310,3.82,26.19,18.79,21.88,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('C3A', 'D2A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
64,"85.00% POPC, 15.00% DIPE",2915,195592,310,3.84,30.36,20.35,23.44,"[('D2A', 'C3'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('D3A', 'C4'), ('D2A', 'C4'), ('NH3', 'Qd'), ('D2B', 'C4'), ('D3B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C4B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
65,"85.00% POPC, 15.00% DGPE",2915,194569,310,4,33.36,21.57,24.91,"[('D3A', 'C3'), ('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('D3B', 'C3'), ('NH3', 'Qd'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('C2A', 'D3A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('NC3', 'PO4'), ('C1A', 'GL1'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('C3B', 'C4B'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
66,"85.00% POPC, 15.00% DUPE",2915,194582,310,3.82,25.53,16.81,20.2,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4')]","[('C1A', 'D2A'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
67,"85.00% POPC, 15.00% DFPE",2915,195528,310,3.82,29.2,18.71,22.68,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4')]","[('C1A', 'D2A'), ('D3B', 'D4B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'D2B'), ('D3A', 'D4A'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('D2B', 'D3B'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
68,"85.00% POPC, 15.00% DBSM",2915,194549,310,3.97,33.6,25.76,24.41,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('AM2', 'P5'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('AM1', 'T1A'), ('C1A', 'D2A'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('AM1', 'PO4'), ('C2A', 'C3A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
69,"85.00% POPC, 15.00% DBPE",2915,194556,310,4.04,33.96,24.26,25.56,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('NH3', 'Qd'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
70,"85.00% POPC, 15.00% DBPC",2915,194567,310,4.01,35.09,27.13,24.65,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('C5B', 'C1'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C4B', 'C5B'), ('C1B', 'GL2'), ('C4A', 'C5A'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
71,"85.00% POPC, 15.00% DAPE",2915,194539,310,3.83,26.06,18.75,21.68,"[('GL2', 'Na'), ('C3A', 'C1'), ('C2B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('NH3', 'Qd'), ('D1A', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('C3A', 'D2A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('NC3', 'PO4'), ('D1A', 'GL1'), ('C1A', 'GL1'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'GL2'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C3A', 'C4A'), ('D3B', 'D4B'), ('C3B', 'C4B'), ('D1B', 'GL2'), ('D1A', 'D2A')]","[0.85, 0.15]"
72,"85.00% POPC, 15.00% DLPE",2973,197041,310,4.33,23.59,16048495.62,26.85,"[('D2A', 'C3'), ('C2A', 'C1'), ('GL2', 'Na'), ('NC3', 'Q0'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C4A', 'C1'), ('C2B', 'C1'), ('NH3', 'Qd'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C1A', 'C1')]","[('C1A', 'D2A'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C3A', 'D2A'), ('C3B', 'C4B'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('NC3', 'PO4'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.85, 0.15]"
